Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Zaid Abdul-Aziz,PF-C,31,TOT,16,158,11.4,0.449,,0.383,12.4,20.9,16.6,8.5,0.9,1,16.6,21.1,,0,0.1,0.1,0.033,,-3.2,-0.8,-4,-0.1
1,Zaid Abdul-Aziz,C,31,BOS,2,24,11.5,0.279,,0.231,26,37.3,31.8,16.5,1.9,2.1,17.3,28,,-0.1,0.1,0,-0.062,,-4.1,-0.2,-4.3,0
1,Zaid Abdul-Aziz,PF,31,HOU,14,134,11.4,0.493,,0.426,10,17.9,13.8,7,0.7,0.8,16.5,19.9,,0.1,0,0.1,0.05,,-3,-0.9,-4,-0.1
2,Kareem Abdul-Jabbar*,C,30,LAL,62,2265,29.2,0.589,,0.29,8.7,26.8,18.1,18.3,2.1,4.1,13.3,27,,7.7,4.4,12.1,0.257,,6.5,2.9,9.3,6.5
3,Tom Abernethy,SF,23,LAL,73,1317,15.6,0.544,,0.275,8.5,12,10.3,9.7,1.9,0.8,9.9,14.9,,2.9,1.3,4.1,0.15,,1.5,0.4,1.9,1.3
4,Alvan Adams,C,23,PHO,70,1914,17.7,0.528,,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,,1.5,3.4,4.9,0.123,,0.1,0.9,1,1.5
5,Lucius Allen,PG,30,KCK,77,2147,13.3,0.488,,0.26,3.1,7.8,5.5,22.8,1.9,0.7,18.7,20.6,,0.7,1.4,2.1,0.046,,-0.3,-0.7,-1,0.6
6,Jim Ard,C,29,TOT,15,125,3.2,0.495,,0.294,7.8,23.2,15.6,8.1,0,0,42.2,10.7,,-0.2,0.1,-0.1,-0.041,,-4.6,-0.5,-5.2,-0.1
6,Jim Ard,C,29,BOS,1,9,9.4,0.266,,2,11.6,33.1,22.6,12.6,0,0,0,8.1,,0,0,0,0.081,,-4.2,0,-4.2,0
6,Jim Ard,C,29,CHI,14,116,2.7,0.52,,0.188,7.5,22.4,15,7.8,0,0,44.7,10.9,,-0.2,0.1,-0.1,-0.05,,-4.7,-0.6,-5.2,-0.1
7,Tate Armstrong,SG,22,CHI,66,716,11.1,0.487,,0.096,3.7,6.7,5.2,15.7,1.5,0,16.6,19.7,,0.1,0.3,0.4,0.027,,-1.2,-1.5,-2.7,-0.1
8,Bird Averitt,SG,25,TOT,55,1085,10.3,0.454,,0.291,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,,-1.2,0.5,-0.7,-0.03,,-2.7,-2,-4.7,-0.7
8,Bird Averitt,SG,25,NJN,21,409,8.2,0.419,,0.239,1.6,6.5,3.9,23,1.8,0.1,20.9,23.7,,-0.8,0.3,-0.5,-0.059,,-4,-1.9,-5.9,-0.4
8,Bird Averitt,SG,25,BUF,34,676,11.5,0.476,,0.324,1.6,6.3,4,28.2,1.5,0.6,20.6,25.2,,-0.4,0.2,-0.2,-0.013,,-1.8,-2.1,-3.9,-0.3
9,Dennis Awtrey,C,29,PHO,81,1623,6.1,0.47,,0.413,6,13.2,9.6,11.5,0.5,0.8,28.9,10.1,,-0.6,1.6,1,0.03,,-2.9,-0.2,-3.1,-0.5
10,Gus Bailey,SG,26,NOJ,48,449,11.8,0.46,,0.482,9.6,8,8.8,11.6,1.8,1.7,16.4,17,,0.1,0.4,0.5,0.059,,-0.8,0.4,-0.4,0.2
11,Greg Ballard,SF,23,WSB,76,936,14.1,0.484,,0.341,10.7,17.5,14.1,8.8,1.4,0.7,14.3,18,,1,1.1,2,0.104,,0,-0.1,-0.1,0.5
12,Mike Bantom,SF,26,IND,82,2775,14.8,0.525,,0.327,6.3,15.3,10.7,12.2,1.6,0.9,15.4,19.2,,3.3,2.6,5.9,0.102,,0.1,0,0.1,1.5
13,Marvin Barnes,PF,25,TOT,60,1646,13.9,0.463,,0.275,8.8,19.6,14.2,11.8,1.8,2.6,15.5,21.1,,0.1,1.9,2,0.06,,-1.5,0.6,-0.9,0.4
13,Marvin Barnes,PF,25,DET,12,269,13,0.459,,0.246,11.1,24.2,17.8,10.1,1.2,2.1,18.2,22.7,,-0.1,0.3,0.2,0.038,,-2.5,-0.3,-2.9,-0.1
13,Marvin Barnes,PF,25,BUF,48,1377,14.1,0.464,,0.282,8.4,18.7,13.6,12.2,1.9,2.7,14.9,20.8,,0.3,1.6,1.8,0.064,,-1.4,0.8,-0.5,0.5
14,Rick Barry*,SF,33,GSW,82,3024,20.9,0.509,,0.243,2.5,12.8,7.5,22.6,2.4,0.8,10.7,27.1,,5.9,3.8,9.7,0.154,,2.9,0.7,3.6,4.3
15,Tim Bassett,PF,26,NJN,65,1474,8.6,0.408,,0.253,8.9,18.1,13.3,5.4,1.8,1.2,15.8,12.7,,-0.7,1.8,1.1,0.036,,-3.1,0.3,-2.8,-0.3
16,Butch Beard,PG,30,NYK,79,1979,14.6,0.544,,0.261,4,9.6,6.9,21.5,2.6,0.1,18.4,16,,2.8,1.6,4.4,0.107,,-0.1,0.5,0.4,1.2
17,Ron Behagen,PF,27,TOT,80,1735,14.2,0.477,,0.307,11.3,18.9,15,8.7,1.6,1,16,24.1,,0.4,2,2.4,0.066,,-1.4,-1.2,-2.6,-0.3
17,Ron Behagen,PF,27,ATL,26,571,15.9,0.509,,0.281,9.8,23.7,16.5,9.4,2.4,1.2,17.2,23.8,,0.3,1,1.2,0.103,,-1.1,0.1,-0.9,0.2
17,Ron Behagen,PF,27,HOU,3,33,11.6,0.612,,0.091,6.3,16.5,11.2,8.9,0,0,20.8,17.4,,0,0,0,0.045,,-3.6,-0.3,-3.8,0
17,Ron Behagen,PF,27,IND,51,1131,13.5,0.46,,0.324,12.3,16.5,14.3,8.4,1.3,0.9,15.4,24.4,,0.1,1,1.1,0.048,,-1.6,-1.9,-3.5,-0.4
18,Mel Bennett,PF,23,IND,31,285,7.6,0.367,,0.556,16.3,15.4,15.9,9.6,1.7,1.3,22.9,17.2,,-0.4,0.3,-0.1,-0.014,,-4.2,-0.8,-5,-0.2
19,Kent Benson,C,23,MIL,69,1288,13.2,0.497,,0.298,7.2,17.2,12.1,9.8,2.4,2.2,18.2,19.3,,0.2,1.5,1.7,0.064,,-1.8,0.6,-1.2,0.3
20,Henry Bibby,PG,28,PHI,82,2518,11.7,0.492,,0.332,2.6,7.3,5,23,1.6,0.1,16.8,13.6,,2.9,1.7,4.7,0.089,,-0.4,-0.3,-0.7,0.8
21,Bob Bigelow,SF,24,TOT,5,24,6.7,0.308,,0,12.8,25.2,19.1,0,0,0,0,21,,0,0,0,-0.027,,-4.6,-0.4,-5,0
21,Bob Bigelow,SF,24,KCK,1,7,21.4,1,,0,29.1,44,36.5,0,0,0,0,5.4,,0,0,0,0.318,,-4.2,0,-4.1,0
21,Bob Bigelow,SF,24,BOS,4,17,0.6,0.25,,0,6.1,17.5,12,0,0,0,0,27.3,,-0.1,0,-0.1,-0.169,,-4.7,-0.6,-5.4,-0.1
22,Dave Bing*,PG,34,BOS,80,2256,13.4,0.508,,0.315,3.5,6,4.8,19.2,1.6,0.4,16.8,22.1,,2,1.6,3.6,0.076,,-0.7,-0.6,-1.2,0.4
23,Otis Birdsong,SG,22,KCK,73,1878,17.1,0.53,,0.325,3.8,5.7,4.8,14.1,1.7,0.3,11.7,25.1,,3.3,0.9,4.2,0.108,,1.3,-1,0.3,1.1
24,Tom Boerwinkle,C,32,CHI,22,227,10.3,0.503,,0.26,6.7,21.5,14.2,26.1,0.6,1,31.8,14.5,,0,0.2,0.2,0.035,,-2.2,0.9,-1.3,0.1
25,Phil Bond,SG,23,HOU,7,21,5.3,0.333,,0,4.9,15.6,10.1,11.9,2.3,0,25,15.2,,-0.1,0,0,-0.092,,-4.4,-0.1,-4.5,0
26,Ron Boone,SG,31,KCK,82,2653,14,0.504,,0.297,4.3,6.1,5.2,16.8,1.8,0.2,17.4,25,,1.3,1.3,2.6,0.047,,-0.3,-1.6,-1.9,0
27,Jim Bostic,PF,25,DET,4,48,18.9,0.537,,0.227,17.8,17.2,17.5,9.7,0,0,11,21.7,,0.1,0,0.1,0.144,,-2,-0.7,-2.7,0
28,Tom Boswell,PF,24,BOS,65,1149,12.9,0.563,,0.345,10.6,14.8,12.7,8.6,1,0.6,18.8,17.1,,1.6,1.1,2.7,0.111,,-1.3,-0.2,-1.5,0.1
29,Freddie Boyd,SG,27,NOJ,21,363,7.7,0.426,,0.2,0.5,4.4,2.5,16.9,1.1,0.4,14.3,14.6,,-0.1,0.2,0.1,0.013,,-3.1,-0.6,-3.7,-0.2
30,Alonzo Bradley,SF,24,HOU,43,798,9,0.459,,0.194,3.1,10.3,6.6,9.3,0.9,0.4,14.3,19.2,,-0.1,0,-0.1,-0.005,,-2.6,-1.8,-4.5,-0.5
31,Mike Bratz,PG,22,PHO,80,933,9.5,0.44,,0.172,4.6,8.2,6.3,17.1,1.8,0.3,17.3,20.5,,-0.6,1,0.4,0.022,,-3.2,-0.7,-4,-0.5
32,Jim Brewer,PF,26,CLE,80,1798,10.5,0.456,,0.256,10.1,17.8,13.9,7,1.5,1.4,19.2,11.9,,0.2,2.5,2.6,0.07,,-1.6,0.8,-0.8,0.6
33,Junior Bridgeman,SF,24,MIL,82,1876,17,0.539,,0.216,6.3,10.1,8.2,13.4,1.7,0.8,14.5,24.5,,2.9,1.1,4,0.102,,1.1,-1.2,-0.1,0.9
34,Allan Bristow,SF,26,SAS,82,1481,14.6,0.529,,0.387,7.3,10.7,9.1,16.7,2.1,0.1,18.8,20.2,,1.6,1.2,2.8,0.089,,0,-0.7,-0.7,0.5
35,Wayman Britt,SG,25,DET,7,16,13.5,0.383,,0.4,6.7,19.4,13.1,17.7,2.8,0,7.8,30.5,,0,0,0,0.046,,-4.5,0,-4.5,0
36,Gary Brokaw,SG,24,BUF,13,130,13.3,0.504,,0.558,2.5,7.4,5,21.3,1.1,2,18.3,20.1,,0.1,0.1,0.1,0.053,,-1.4,-0.2,-1.6,0.1
37,Fred Brown,SG,29,SEA,72,1965,19.6,0.528,,0.188,3,6.9,4.9,19.9,2.6,0.7,12.7,25,,4.1,2.5,6.7,0.163,,2.5,1,3.5,2.8
38,John Brown,SF,26,ATL,75,1594,11.4,0.557,,0.494,9.1,11.7,10.3,9.1,1.6,0.3,19,15.4,,2.1,1.5,3.7,0.11,,-1.4,-0.3,-1.7,0.1
39,Joe Bryant,PF,23,PHI,81,1236,12.6,0.492,,0.33,8.8,14,11.5,13.7,2,1,18.7,18.8,,0.8,1.4,2.2,0.086,,-1.1,0.2,-0.9,0.3
40,Quinn Buckner,PG,23,MIL,82,2072,14.4,0.499,,0.303,3.9,8.8,6.3,27.5,4,0.5,23.1,18.1,,0.8,2.3,3.2,0.073,,-1.4,1.4,0.1,1.1
41,Ticky Burden,SG,24,NYK,2,15,6.9,0.5,,0,0,0,0,7.5,2.9,0,0,5,,0,0,0,0.067,,-4.1,0.1,-4,0
42,Tom Burleson,C,25,KCK,76,1525,16.5,0.515,,0.472,11.4,21,16.2,11.3,1.8,2.8,16.2,18.9,,2.2,2,4.3,0.134,,-0.1,1,0.9,1.1
43,Don Buse,PG,27,PHO,82,2547,12.5,0.5,,0.217,2.3,7.8,5,18.5,3.1,0.3,15.3,11.8,,2.4,3.6,6,0.113,,-1.1,2.1,1,1.9
44,Corky Calhoun,SF,27,POR,79,1370,10.8,0.522,,0.208,5.7,10.6,8.2,8.2,1.4,0.6,13.8,13.3,,1.5,1.6,3.1,0.109,,-0.6,0.4,-0.2,0.6
45,Mack Calvin,PG,30,DEN,77,988,14,0.551,,0.619,1.2,7.3,4.4,20.1,2.1,0.3,20.3,20.6,,1.2,0.7,1.8,0.09,,-0.8,-0.9,-1.6,0.1
46,Austin Carr,SG,29,CLE,82,2186,13.6,0.484,,0.238,3.5,5.2,4.3,14.9,1.4,0.5,12.3,21.6,,1.8,1.6,3.4,0.074,,-0.4,-0.6,-1,0.5
47,Kenny Carr,PF,22,LAL,52,733,9.2,0.476,,0.281,7.7,20.9,14.5,4.7,1.1,1,20.8,22.8,,-0.9,0.9,0,-0.001,,-5.2,-1.4,-6.6,-0.9
48,M.L. Carr,SF,27,DET,79,2556,13.6,0.502,,0.316,8.4,14.3,11.4,9.8,2.6,0.5,17.7,17.8,,1.7,2.8,4.5,0.085,,-0.4,0.4,0,1.3
49,Bob Carrington,SG,24,TOT,72,1653,9.7,0.479,,0.29,4,6.4,5.1,9.7,1.7,0.7,15.1,17.6,,0.2,1.1,1.3,0.038,,-2.8,-0.3,-3.1,-0.4
49,Bob Carrington,SG,24,NJN,37,1032,8.3,0.444,,0.247,3.8,6.9,5.3,7.2,1.8,0.6,13.2,17.9,,-0.4,0.8,0.4,0.017,,-3.9,-0.3,-4.2,-0.6
49,Bob Carrington,SG,24,IND,35,621,12.1,0.545,,0.376,4.3,5.5,4.9,13.7,1.6,0.9,18.5,17,,0.6,0.3,1,0.074,,-0.9,-0.3,-1.2,0.1
50,Harvey Catchings,C,26,PHI,61,748,11.2,0.43,,0.309,14.8,19,16.9,5.5,1.2,4.6,17.9,12.5,,0.2,1.1,1.4,0.087,,-1.9,0.9,-1,0.2
51,Don Chaney,SG,31,TOT,51,835,8.1,0.426,,0.167,5,9,7.1,10.2,2.4,0.8,17.4,16.2,,-0.6,0.9,0.3,0.019,,-3.5,0.9,-2.7,-0.1
51,Don Chaney,SG,31,LAL,9,133,7.2,0.401,,0.167,3.2,5.2,4.2,15.1,2.7,1.1,22.2,14.6,,-0.1,0.1,0,-0.008,,-3.2,0.5,-2.7,0
51,Don Chaney,SG,31,BOS,42,702,8.2,0.43,,0.167,5.3,9.8,7.6,9.3,2.3,0.7,16.7,16.6,,-0.4,0.8,0.4,0.024,,-3.6,0.9,-2.7,-0.1
52,Ken Charles,SG,26,ATL,21,520,11.1,0.456,,0.272,1.2,3.9,2.5,22.5,2.2,0.6,15.2,18.8,,0.1,0.4,0.6,0.051,,-1.5,-0.3,-1.8,0
53,Phil Chenier,SG,27,WSB,36,937,14.8,0.497,,0.306,1.6,9.3,5.4,11.3,1.7,0.5,11.6,23.2,,1,0.8,1.8,0.091,,-0.3,-0.1,-0.4,0.4
54,Jim Chones,C,28,CLE,82,2906,14.9,0.503,,0.225,7.6,22,14.7,6.5,0.8,1,13.1,19.2,,2.6,3.8,6.4,0.105,,-0.2,-0.4,-0.6,1
55,Jim Cleamons,PG,28,NYK,79,2009,10.4,0.518,,0.23,3.6,7.2,5.5,16.6,1.5,0.4,18.6,11.4,,1.8,0.9,2.7,0.065,,-0.7,-0.2,-0.9,0.6
56,E.C. Coleman,PF,27,GSW,72,1801,9.1,0.493,,0.123,6.5,14.9,10.6,7.1,1.7,0.7,16.8,12.3,,0.6,2.1,2.7,0.071,,-2.7,0.6,-2.2,-0.1
57,Doug Collins,SG,26,PHI,79,2770,16.9,0.568,,0.269,3.3,5,4.2,16.9,2,0.5,15.5,22.1,,5.6,2,7.6,0.132,,1.5,-0.5,0.9,2.1
58,Norm Cook,SF,22,DEN,2,10,3.8,0.333,,0,10.7,19.8,15.4,12.6,0,0,0,11.5,,0,0,0,0.064,,-4.6,-0.1,-4.7,0
59,Dave Cowens*,C,29,BOS,77,3215,18.6,0.533,,0.233,8,25.6,17,15.7,1.4,1.1,13.9,18.8,,6.1,4.8,10.8,0.162,,2.1,1.3,3.4,4.4
60,Wesley Cox,SF,23,GSW,43,453,11.7,0.452,,0.578,9.2,23.1,16,3.5,2.1,1.2,14.2,21.9,,-0.2,0.8,0.6,0.062,,-3.9,-0.6,-4.5,-0.3
61,Charlie Criss,PG,29,ATL,77,1935,14.8,0.496,,0.394,1.3,5.6,3.4,22.5,2.6,0.2,14.5,21.4,,1.9,1.8,3.7,0.092,,0,-0.2,-0.1,0.9
62,Mark Crow,SF,23,NJN,15,154,12.8,0.473,,0.25,8.4,8.6,8.5,7.8,1.4,0.3,11.9,24.1,,0.1,0.1,0.2,0.051,,-2.2,-1,-3.2,0
63,Louie Dampier*,PG,33,SAS,82,2037,13.7,0.531,,0.153,1.3,4.8,3.1,17.6,1.9,0.3,11.9,15.2,,3,1,4,0.094,,0.2,-0.4,-0.2,0.9
64,Bob Dandridge,SF,30,WSB,75,2777,16.1,0.528,,0.352,4.9,10.9,7.9,14.7,1.6,0.8,14.9,21.9,,4.2,2.6,6.8,0.118,,0.8,0.3,1.1,2.2
65,Adrian Dantley*,SF,22,TOT,79,2933,20.9,0.595,,0.603,9.2,12,10.6,11.8,1.8,0.4,13.8,21.7,,9.6,2.5,12.2,0.199,,3.9,-0.4,3.5,4.1
65,Adrian Dantley*,SF,22,IND,23,948,23.4,0.587,,0.653,9.4,12.8,11.1,10.2,2.2,0.9,11.4,23.2,,3.5,0.9,4.5,0.225,,5.1,0.2,5.3,1.7
65,Adrian Dantley*,SF,22,LAL,56,1985,19.8,0.599,,0.575,9.1,11.6,10.4,12.6,1.6,0.2,15.1,21,,6.1,1.6,7.7,0.186,,3.4,-0.7,2.6,2.3
66,Brad Davis,PG,22,LAL,33,334,10.5,0.484,,0.403,1.3,9.2,5.4,29.1,2,0.3,29.2,14,,0,0.3,0.3,0.041,,-2.3,-0.1,-2.4,0
67,Johnny Davis,SG,22,POR,82,2188,12.1,0.511,,0.3,3.2,5,4.1,13.3,1.7,0.3,15,18.2,,2.1,2.2,4.3,0.094,,-0.8,-0.2,-1,0.6
68,Walter Davis,SF,23,PHO,81,2590,22.1,0.577,,0.312,6.2,13.2,9.6,16.5,1.9,0.4,14.3,28.5,,6.7,3.4,10.1,0.187,,3.7,-0.4,3.3,3.5
69,Darryl Dawkins,C,21,PHI,70,1722,18,0.608,,0.381,7.1,24.9,16.3,6.8,0.9,3.7,15.4,17.5,,3.6,2.7,6.4,0.178,,0.7,1.1,1.8,1.7
70,Derrek Dickey,PF,26,TOT,47,493,10.5,0.477,,0.182,7.6,13.2,10.3,6.1,1.3,0.4,15.8,20.4,,-0.1,0.4,0.3,0.033,,-2.6,-1.1,-3.7,-0.2
70,Derrek Dickey,PF,26,GSW,22,273,14,0.495,,0.131,7.7,10.6,9.1,5.9,1.7,0.4,11,22.2,,0.2,0.3,0.5,0.084,,-1.1,-1,-2.1,0
70,Derrek Dickey,PF,26,CHI,25,220,6.1,0.445,,0.279,7.5,16.3,11.9,6.3,0.9,0.5,23.1,18.2,,-0.3,0.1,-0.1,-0.031,,-4.3,-1.3,-5.6,-0.2
71,Coby Dietrick,PF,29,SAS,79,1876,11.3,0.496,,0.21,4.3,15.3,10,14,1.9,1.4,19.5,15.2,,0.5,2,2.5,0.063,,-1.3,0.7,-0.6,0.7
72,Ernie DiGregorio,PG,27,TOT,52,606,8.5,0.456,,0.158,1.2,7,4.2,29.7,1.3,0.1,29.4,20.3,,-0.9,0.4,-0.6,-0.046,,-2.9,-2.1,-5,-0.5
72,Ernie DiGregorio,PG,27,LAL,25,332,7.1,0.45,,0.2,1.6,5.4,3.5,26.1,0.8,0,29.7,18.2,,-0.5,0.1,-0.4,-0.052,,-3,-2.7,-5.8,-0.3
72,Ernie DiGregorio,PG,27,BOS,27,274,10.1,0.462,,0.119,0.8,9.1,5,34,2,0.2,29.1,22.9,,-0.5,0.2,-0.2,-0.039,,-2.7,-1.3,-4.1,-0.2
73,Jacky Dorsey,SF,23,TOT,11,88,12.2,0.447,,0.516,13.3,21.5,17.6,7.5,1,1.8,13.6,19.5,,0,0.1,0.2,0.092,,-3.3,-0.2,-3.5,0
73,Jacky Dorsey,SF,23,DEN,7,37,9.2,0.317,,0.417,14.4,40.2,27.7,6.6,2.4,2.7,17.4,17.8,,-0.1,0.1,0,0.02,,-4.5,0.2,-4.3,0
73,Jacky Dorsey,SF,23,POR,4,51,14.4,0.524,,0.579,12.5,8,10.2,8.1,0,1.1,11.2,20.8,,0.1,0,0.2,0.145,,-2.5,-0.5,-3,0
74,Leon Douglas,C,23,DET,79,1993,13.6,0.527,,0.517,9.7,20.8,15.3,7.7,1.3,1.2,19.4,19.5,,1.4,2.2,3.6,0.087,,-1.6,-0.4,-2,0
75,John Drew,SF,23,ATL,70,2203,23.7,0.545,,0.465,10.2,15.2,12.6,11.2,2.5,0.7,12.4,31,,6,2.9,8.9,0.194,,4.4,-0.4,3.9,3.3
76,Charles Dudley,PG,27,GSW,78,1660,13.4,0.585,,0.783,5.2,12.6,8.8,29.8,1.9,0.1,32.7,11.8,,1.9,1.8,3.6,0.105,,-0.6,0.5,-0.1,0.8
77,Mike Dunleavy,PG,23,TOT,15,119,15.9,0.458,,0.36,0.9,8.2,4.4,32.3,3.6,0.4,17.2,23.2,,0.1,0.1,0.1,0.057,,-2.4,0.4,-2,0.1
77,Mike Dunleavy,PG,23,PHI,4,17,17.4,0.508,,0.286,0,5.8,3,47.8,2.6,0,27.6,24.2,,0,0,0,0.061,,-3.7,-0.1,-3.8,0
77,Mike Dunleavy,PG,23,HOU,11,102,15.7,0.45,,0.372,1,8.6,4.7,29.7,3.7,0.5,15.2,23.1,,0.1,0.1,0.1,0.056,,-2.2,0.5,-1.7,0.1
78,T.R. Dunn,SG,22,POR,63,768,11.7,0.448,,0.233,8.7,11.1,10,7.6,2.8,0.6,11.7,15.4,,0.4,1.2,1.6,0.099,,-0.7,1.1,0.4,0.5
79,Jim Eakins,C,31,TOT,33,406,11.2,0.614,,0.698,7.7,11.7,9.7,8.4,0.8,2.1,22.7,13.7,,0.6,0.3,0.9,0.105,,-2.1,0,-2.2,0
79,Jim Eakins,C,31,SAS,16,251,11.1,0.665,,0.654,7.4,11.6,9.6,8.1,0.5,2,26.4,14,,0.4,0.2,0.5,0.103,,-2.1,-0.2,-2.2,0
79,Jim Eakins,C,31,MIL,17,155,11.5,0.539,,0.765,8,11.8,9.9,9,1.1,2.3,16.5,13.3,,0.2,0.1,0.3,0.108,,-2.2,0.2,-2.1,0
80,Al Eberhard,SF,25,DET,37,576,10,0.49,,0.381,6.9,11.7,9.3,5.9,1,0.4,11,13.9,,0.6,0.3,0.9,0.078,,-1.3,-0.8,-2.1,0
81,James Edwards,C,22,TOT,83,2405,14.7,0.494,,0.385,8,17.3,12.6,5.1,1,1.7,11.7,22.9,,2.1,2.3,4.5,0.089,,-1,-1.2,-2.2,-0.1
81,James Edwards,C,22,LAL,25,723,14.3,0.499,,0.396,6.5,18.6,12.7,5.4,1,1.9,13.3,23.1,,0.4,0.8,1.2,0.079,,-1.6,-0.9,-2.5,-0.1
81,James Edwards,C,22,IND,58,1682,14.8,0.492,,0.381,8.6,16.7,12.6,4.9,1,1.5,11,22.8,,1.8,1.5,3.3,0.094,,-0.7,-1.4,-2.1,0
82,Bo Ellis,PF,23,DEN,78,1213,9.1,0.462,,0.325,10,15.5,12.9,7.7,1.8,2,21.3,14.6,,-0.3,1.4,1.1,0.044,,-3.2,0.3,-2.9,-0.3
83,Len Elmore,C,25,IND,69,1327,12.5,0.419,,0.342,9.9,21.1,15.4,7.8,2.5,2.8,14.1,14.6,,0.1,2.1,2.1,0.078,,-1.5,1.4,-0.1,0.6
84,Alex English*,SF,24,MIL,82,1552,17.4,0.568,,0.226,9.6,17.4,13.4,11.4,1.2,1.8,16.4,20.3,,2.7,1.3,4,0.123,,1.1,-0.5,0.6,1
85,Julius Erving*,SF,27,PHI,74,2429,21.7,0.555,,0.297,7.7,12.2,10,17.3,2.5,2,14.7,25.1,,6,3.1,9.1,0.179,,4,0.7,4.8,4.1
86,Al Fleming,SF,23,SEA,20,97,10.7,0.52,,0.548,13.1,18.6,15.7,10.1,0,2.8,29.4,21.4,,-0.1,0.1,0,0.018,,-3.9,-0.1,-4.1,-0.1
87,Mike Flynn,PG,24,IND,71,955,11.6,0.476,,0.363,4.7,7.3,6,19.6,1.9,0.5,19.5,15.1,,0.3,0.6,0.8,0.042,,-0.6,-0.1,-0.7,0.3
88,Chris Ford,SG,29,DET,82,2582,12.9,0.51,,0.198,4.8,6,5.4,19.7,2.9,0.3,21.5,16,,1.4,2.2,3.6,0.067,,-0.5,0.6,0.1,1.4
89,Don Ford,PF,25,LAL,79,1945,11.6,0.497,,0.156,5.8,12.5,9.3,9.1,1.6,1.2,12.5,14.1,,1.7,1.8,3.5,0.087,,-0.8,0.4,-0.4,0.8
90,Bayard Forrest,C,23,PHO,64,887,12.2,0.478,,0.433,9.6,19.6,14.5,17.8,1.1,2,22.9,15.4,,0.1,1.3,1.4,0.077,,-1.3,1.2,-0.1,0.4
91,Walt Frazier*,PG,32,CLE,51,1664,17.5,0.52,,0.252,3.3,9.5,6.4,18.5,2.1,0.4,12.5,21.6,,2.8,1.8,4.6,0.132,,1.1,0.7,1.9,1.6
92,World B. Free,SG,24,PHI,76,2050,17.4,0.539,,0.656,4.7,5.7,5.2,20.6,1.5,1,15.3,24.1,,4.6,1.4,6,0.14,,2.1,-1,1.1,1.6
93,Terry Furlow,SG,23,CLE,53,827,15.5,0.485,,0.223,5.7,7.4,6.5,13.5,1.2,0.9,13.7,27,,0.5,0.7,1.1,0.064,,0.5,-1.2,-0.7,0.3
94,Mike Gale,SG,27,SAS,70,2091,13.3,0.51,,0.172,3,8,5.6,21.7,3.3,0.6,22,14.8,,1.1,2.2,3.3,0.076,,-0.7,1.3,0.5,1.3
