Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
95,Gus Gerard,SF,24,TOT,57,890,13.2,0.469,,0.273,6.6,12.2,9.5,8.5,1.8,1.4,12.1,21.7,,0.5,0.8,1.3,0.068,,-1.4,-0.3,-1.7,0.1
95,Gus Gerard,SF,24,BUF,10,85,13.5,0.461,,0.375,7.6,10,8.8,15.7,1.1,1.8,13.1,25.2,,0,0,0.1,0.046,,-2.6,-0.4,-2.9,0
95,Gus Gerard,SF,24,DET,47,805,13.2,0.47,,0.262,6.5,12.4,9.5,7.8,1.9,1.4,12,21.4,,0.4,0.8,1.2,0.07,,-1.2,-0.3,-1.6,0.1
96,George Gervin*,SG,25,SAS,82,2857,24.7,0.594,,0.377,4.5,10.6,7.7,16.1,2.1,1.9,14,29.5,,9.2,2.7,12,0.201,,4.8,0,4.8,4.9
97,John Gianelli,C,27,MIL,82,2327,11.7,0.507,,0.196,7.4,15.9,11.5,10.1,1,2,17.7,13.5,,1.4,1.8,3.2,0.066,,-0.6,0,-0.6,0.8
98,Artis Gilmore*,C,28,CHI,82,3067,23.5,0.604,,0.531,11.3,26.6,19,14,0.6,3.2,19.1,25.3,,7.8,3.7,11.5,0.18,,3.8,0.3,4.1,4.7
99,Mike Glenn,SG,22,BUF,56,947,14.3,0.553,,0.176,1.6,7.3,4.5,12.6,1.7,0.3,11.1,18.9,,1.5,0.4,1.9,0.096,,-0.4,-0.3,-0.6,0.3
100,Glen Gondrezick,SF,22,NYK,72,1017,10.1,0.44,,0.357,9.5,15.8,12.7,9.9,2.4,0.9,17.3,17.7,,-0.2,1.1,0.9,0.044,,-3.1,0.1,-2.9,-0.2
101,Gail Goodrich*,SG,34,NOJ,81,2553,16.2,0.545,,0.316,2.9,3.8,3.3,21.8,1.4,0.4,14.6,20.8,,4.9,1.4,6.3,0.118,,1.1,-0.8,0.3,1.5
102,Mike Green,C,26,TOT,72,1382,14.3,0.506,,0.276,10.1,16.8,13.6,7.1,1,3.6,15.4,19,,1.2,1.6,2.8,0.097,,-1.4,0,-1.4,0.2
102,Mike Green,C,26,SEA,9,250,14.2,0.532,,0.356,8.6,14,11.2,5.7,1.1,2.8,17.9,18.7,,0.2,0.3,0.6,0.106,,-0.9,0.4,-0.5,0.1
102,Mike Green,C,26,SAS,63,1132,14.3,0.5,,0.26,10.5,17.4,14.1,7.4,0.9,3.8,14.9,19.1,,1,1.3,2.2,0.095,,-1.5,-0.1,-1.6,0.1
103,Rickey Green,PG,23,GSW,76,1098,9.3,0.41,,0.24,4.4,6.3,5.4,17.6,2.4,0,16,17.6,,-0.7,1.1,0.3,0.014,,-2.9,0,-2.9,-0.3
104,Steve Green,SF,24,IND,44,449,9.9,0.495,,0.438,6.6,8.9,7.7,8.8,1.4,0.2,13.1,14.7,,0.4,0.2,0.7,0.074,,-1.9,-0.5,-2.5,-0.1
105,Kevin Grevey,SF,24,WSB,81,2121,15.5,0.496,,0.273,5.8,7.8,6.8,11,1.3,0.4,11.2,25.2,,2.9,1.5,4.4,0.099,,0.4,-1,-0.6,0.8
106,Greg Griffin,SF,25,PHO,36,422,6.8,0.392,,0.213,10.6,14.6,12.6,7.1,1.6,0,17.4,19.7,,-0.6,0.5,-0.1,-0.011,,-4.9,-1.6,-6.5,-0.5
107,Paul Griffin,PF,24,NOJ,82,1853,10.9,0.506,,0.439,8.3,18,13.2,11.4,2.1,1.2,26,11.8,,0.3,2.6,2.9,0.076,,-1.9,1.8,-0.1,0.9
108,Bob Gross,SF,24,POR,72,2163,16.9,0.569,,0.264,8.9,10.4,9.6,16.2,2.1,1.3,18.2,18,,4,3.1,7.1,0.158,,2.1,1.1,3.2,2.9
109,Ernie Grunfeld,SG,22,MIL,73,1261,12,0.479,,0.31,5.8,10.6,8.1,14.6,1.9,0.8,15.8,18.7,,0.6,0.9,1.4,0.055,,-1.4,-0.5,-1.9,0
110,Glenn Hansen,SG,25,TOT,5,13,-16.4,0,,0,7.8,0,3.9,8.5,3.4,0,12.5,24,,-0.1,0,-0.1,-0.47,,-5.1,-0.2,-5.3,-0.1
110,Glenn Hansen,SG,25,CHI,2,4,-28.8,0,,0,0,0,0,0,0,0,33.3,30.3,,-0.1,0,-0.1,-0.773,,-5.1,-0.3,-5.4,0
110,Glenn Hansen,SG,25,KCK,3,9,-10.9,0,,0,11.3,0,5.7,12.2,4.9,0,0,21.2,,-0.1,0,-0.1,-0.336,,-5.2,-0.1,-5.3,0
111,Joe Hassett,SG,22,SEA,48,404,11.9,0.457,,0.059,3.4,5.8,4.5,15.7,2.4,0,13.9,23,,0,0.5,0.5,0.054,,-2.4,0.1,-2.3,0
112,John Havlicek*,SF,37,BOS,82,2797,14.3,0.495,,0.221,3.5,8.5,6,17.1,1.5,0.4,13.3,21.3,,2.9,2.1,5.1,0.087,,0.2,-0.4,-0.2,1.3
113,Steve Hawes,PF,27,ATL,75,2325,16.1,0.5,,0.251,8.2,24.7,16.2,12.1,1.6,1.5,13.5,19,,2.7,3.5,6.1,0.127,,0.9,0.3,1.2,1.9
114,Bubbles Hawkins,SG,23,NJN,15,343,13.3,0.501,,0.193,5.7,8.6,7.1,15.6,2.8,2,20.9,22.1,,-0.1,0.4,0.3,0.042,,-1.6,1,-0.6,0.1
115,Elvin Hayes*,PF,32,WSB,81,3246,17.1,0.489,,0.365,10.2,22.7,16.4,6.5,1.3,2.4,12.3,21.6,,3.5,4.8,8.3,0.123,,0.4,0.1,0.6,2.1
116,Spencer Haywood*,PF,28,NYK,67,1765,15.7,0.505,,0.158,8.4,17.3,12.9,9.9,0.9,2.1,13.3,22.6,,1.5,1.5,3.1,0.083,,0.1,-1,-0.9,0.5
117,Gar Heard,PF,29,PHO,80,2099,12.9,0.449,,0.235,8,24.2,16,7.7,2.6,2.5,14.8,14.4,,0.1,4.4,4.5,0.103,,-1.5,1.7,0.2,1.2
118,Tom Henderson,PG,26,WSB,75,2315,12.6,0.482,,0.306,2.8,5.5,4.1,23.2,1.8,0.3,18,17.6,,1.4,1.7,3.1,0.064,,-0.5,-0.4,-0.9,0.7
119,Armond Hill,PG,24,ATL,82,2530,11,0.48,,0.305,2.5,7.7,5,23.4,2.8,0.4,22.4,17,,-0.1,2.7,2.6,0.05,,-2,0.5,-1.6,0.3
120,Darnell Hillman,PF,28,TOT,78,1966,13.6,0.507,,0.403,9.9,19.4,14.6,7.1,1.4,2.1,17.3,19.2,,0.8,2.4,3.2,0.079,,-1.5,-0.1,-1.6,0.2
120,Darnell Hillman,PF,28,NJN,45,1220,14.6,0.499,,0.409,9.6,17.7,13.4,5.8,1.7,1.9,15.6,21.2,,0.4,1.5,2,0.077,,-1.2,-0.2,-1.4,0.2
120,Darnell Hillman,PF,28,DEN,33,746,12.1,0.525,,0.388,10.4,22,16.4,9.4,0.8,2.5,21.2,15.9,,0.4,0.9,1.3,0.081,,-2.2,0.1,-2,0
121,Wilbur Holland,SG,26,CHI,82,2884,14.1,0.483,,0.217,4,7.1,5.6,16.8,2.7,0.3,13.7,22.8,,2.2,2.2,4.4,0.073,,-0.7,-0.2,-0.9,0.8
122,Lionel Hollins,PG,24,POR,81,2741,14.3,0.482,,0.25,3.1,7.3,5.3,19.6,2.6,0.6,15.3,22.7,,1.5,3.7,5.2,0.091,,-0.6,0.6,-0.1,1.3
123,Lou Hudson,SG,33,LAL,82,2283,14.2,0.525,,0.178,3.7,4.7,4.2,11.6,1.9,0.3,12.3,20.9,,2.8,1.3,4.2,0.088,,-0.2,-0.7,-1,0.6
124,Kim Hughes,C,25,NJN,56,854,6.8,0.356,,0.181,10.3,17.3,13.6,5.4,2.5,3,24.8,9.9,,-1,1.3,0.4,0.021,,-4.8,2,-2.8,-0.2
125,Dan Issel*,C,29,DEN,82,2851,21.5,0.571,,0.425,9.5,20.1,14.9,16.1,1.6,0.7,14.5,23.9,,7.9,3.1,11.1,0.186,,3.4,-0.4,3,3.6
126,Phil Jackson*,PF,32,NYK,63,654,8.1,0.548,,0.487,4.7,12.6,8.7,8.1,2.1,1.2,25.2,10.8,,0.2,0.6,0.8,0.058,,-2.8,1,-1.8,0
127,Aaron James,SF,25,NOJ,80,2118,13.3,0.523,,0.182,7.5,11.5,9.5,7.6,0.8,0.5,12.3,19,,2.7,1.5,4.3,0.096,,-0.7,-1,-1.7,0.1
128,Charles Johnson,SG,28,TOT,71,1299,10.9,0.43,,0.105,3.3,8.7,6,13.9,2.1,0.2,10.7,20,,-0.1,1.3,1.1,0.042,,-2.6,0.2,-2.4,-0.1
128,Charles Johnson,SG,28,GSW,32,492,11.8,0.416,,0.043,4.7,8.2,6.4,13.8,2.9,0.4,8.8,20.9,,-0.1,0.6,0.4,0.043,,-2.4,0.7,-1.8,0
128,Charles Johnson,SG,28,WSB,39,807,10.3,0.44,,0.147,2.4,9,5.7,14,1.7,0.1,11.9,19.5,,0,0.7,0.7,0.041,,-2.7,0,-2.8,-0.2
129,Dennis Johnson*,SG,23,SEA,81,2209,15.6,0.486,,0.461,6.7,6.8,6.8,14.8,2.4,1.2,13.4,21.1,,2.9,2.9,5.8,0.127,,0.7,1.1,1.8,2.1
130,Eddie Johnson,SG,22,ATL,79,1875,13.6,0.535,,0.293,2.9,6.1,4.4,18.9,2.5,0.1,17.8,20.2,,1.8,1.8,3.5,0.091,,-0.7,0,-0.7,0.6
131,George Johnson,C,29,NJN,81,2411,11.6,0.438,,0.257,9.4,22.6,15.7,6,1.4,5.9,21.6,15.7,,-2.2,4.2,2,0.04,,-3.7,2,-1.7,0.2
132,John Johnson,SF,30,TOT,77,1823,11.9,0.453,,0.215,5.5,12.1,8.7,16.9,1.1,0.6,15.8,22.4,,0.1,2,2.1,0.055,,-1.4,-0.6,-2,0
132,John Johnson,SF,30,HOU,1,11,-2.6,0.376,,0.75,18.8,9.9,14.5,11.3,0,0,36.1,30.1,,-0.1,0,-0.1,-0.281,,-4.9,-0.4,-5.3,0
132,John Johnson,SF,30,SEA,76,1812,11.9,0.453,,0.212,5.4,12.1,8.6,17,1.1,0.6,15.6,22.3,,0.2,2,2.1,0.057,,-1.3,-0.6,-2,0
133,Larry Johnson,SG,23,BUF,4,38,8,0.216,,0.154,2.8,11.2,7.1,23.5,6.1,2.7,17.8,17.7,,-0.2,0.1,-0.1,-0.099,,-3.9,1,-2.9,0
134,Marques Johnson,SF,21,MIL,80,2765,21.3,0.563,,0.34,10.9,21.6,16.2,9.5,1.5,1.9,11.2,21.4,,7.7,3,10.6,0.185,,3.3,-0.5,2.7,3.3
135,Mickey Johnson,PF,25,CHI,81,2870,17.4,0.526,,0.367,8.3,19.7,14,14.4,1.5,1.3,16.1,23.6,,4.4,2.9,7.2,0.121,,1,-0.2,0.8,2
136,Ollie Johnson,SF,28,ATL,82,1704,13.9,0.514,,0.21,5.5,11.3,8.3,10.5,2.2,1.3,13.7,18.5,,1.7,1.9,3.6,0.102,,0.2,0.3,0.6,1.1
137,Bobby Jones*,PF,26,DEN,75,2440,19.8,0.616,,0.364,7.2,19.2,13.4,14.5,2.5,2.6,18,16.9,,5.3,3.6,8.9,0.175,,2.7,2,4.7,4.1
138,Caldwell Jones,C,27,PHI,80,1636,11.3,0.509,,0.426,10.6,24.2,17.6,6.9,0.7,4,23.1,12.8,,0.5,2.5,3.1,0.09,,-2.1,1.2,-1,0.4
139,Dwight Jones,PF,25,HOU,82,2476,12.5,0.496,,0.3,9,18.8,13.7,5.8,1.5,0.8,15.8,16.8,,1.8,1.3,3.1,0.06,,-1,-1,-2,0
140,Robin Jones,C,23,HOU,12,66,7.7,0.533,,0.5,7.8,14.9,11.2,4.2,0.7,0.8,22.3,19,,0,0,0,-0.008,,-4.5,-0.5,-5.1,-0.1
141,Wil Jones,PF,30,BUF,79,1711,9.4,0.473,,0.232,6.7,14.2,10.5,9.3,1.9,1.3,19.5,16.4,,-0.6,1.4,0.9,0.024,,-2.9,0.3,-2.6,-0.3
142,Eddie Jordan,PG,23,TOT,73,1213,15.7,0.459,,0.31,2.7,7.1,4.8,20.4,4.5,0.8,14.8,22,,0.1,1.8,1.9,0.074,,-0.8,2.6,1.8,1.2
142,Eddie Jordan,PG,23,CLE,22,171,10.7,0.397,,0.286,1.2,5.4,3.3,24.4,3.3,0.3,18.2,17.9,,-0.2,0.2,0,0.013,,-2.8,0.6,-2.2,0
142,Eddie Jordan,PG,23,NJN,51,1042,16.6,0.466,,0.313,2.9,7.3,5,19.8,4.7,0.9,14.4,22.7,,0.2,1.6,1.8,0.084,,-0.5,2.9,2.4,1.2
143,George Karl,PG,26,SAS,4,30,3.4,0.436,,0.333,0,16.7,8.7,18.7,1.5,0,36.8,14,,-0.1,0,0,-0.048,,-4.7,-0.1,-4.7,0
144,Rich Kelley,C,24,NOJ,82,2119,17.8,0.571,,0.48,11.5,22.8,17.2,14.5,1.9,3,23.6,17.1,,2.8,3.7,6.4,0.146,,0.3,2.4,2.6,2.5
145,Larry Kenon,SF,25,SAS,81,2869,19,0.533,,0.227,9.4,18.5,14.1,13.1,1.8,0.4,15.1,24.9,,4.5,3,7.5,0.126,,1.7,-1.2,0.5,1.8
146,Bernard King*,SF,21,NJN,79,3092,17.3,0.511,,0.277,7.9,16,11.8,9.9,1.7,0.6,14.3,26,,2.6,3.3,5.9,0.092,,1,-0.9,0.1,1.6
147,Billy Knight,SF,25,BUF,53,2155,18.7,0.558,,0.402,6.3,12.7,9.5,11.5,1.8,0.3,13.3,23.3,,4.7,1.3,6,0.133,,2.5,-0.9,1.6,2
148,Toby Knight,SF,22,NYK,80,1169,12.2,0.499,,0.209,10.9,17.4,14.2,4.3,1.9,1.2,16,19.6,,0.4,1.2,1.6,0.066,,-2.6,-1,-3.6,-0.5
149,Steve Kuberski,PF,30,BOS,3,14,0.6,0.25,,0,7.4,35.5,21.8,0,3.2,0,33.3,16.6,,-0.1,0,0,-0.14,,-4.9,0,-4.9,0
150,John Kuester,PG,22,KCK,78,1215,12.2,0.516,,0.329,1.6,8,4.8,26.3,2.1,0,21,14.5,,1.1,0.8,1.9,0.077,,-1.4,-0.1,-1.5,0.1
151,Kevin Kunnert,C,26,HOU,80,2152,13.6,0.46,,0.16,12.6,21.9,17.1,6.2,1,2.2,13.5,19.3,,1.2,1.4,2.6,0.058,,-1.4,-1.3,-2.8,-0.4
152,Mitch Kupchak,PF,23,WSB,67,1759,17.7,0.564,,0.523,9.1,16.9,12.9,5.9,0.7,1.2,16.3,24.1,,3.2,1.7,4.9,0.134,,0.9,-0.9,0.1,0.9
153,C.J. Kupec,SF,25,HOU,49,626,10,0.461,,0.168,4.4,11.2,7.7,10.5,0.8,0.3,10.2,15,,0.5,0,0.5,0.038,,-1.1,-1.4,-2.5,-0.1
154,Sam Lacey,C,29,KCK,77,2131,15.2,0.494,,0.317,7.4,23.5,15.4,18,2.5,2.7,21.7,15.3,,1,3.4,4.3,0.098,,0.2,2.8,3,2.7
155,Tom LaGarde,C,22,DEN,77,868,8.2,0.505,,0.633,9.2,15.9,12.7,6.9,0.9,1,25,17.8,,-0.3,0.7,0.4,0.024,,-4.1,-1.3,-5.5,-0.8
156,John Lambert,PF,25,CLE,76,1075,10.8,0.435,,0.143,11.7,18.9,15.3,4.7,1.2,2.4,14.8,15.5,,-0.1,1.5,1.5,0.067,,-3,0.2,-2.8,-0.2
157,Mark Landsberger,PF,22,CHI,62,926,14.5,0.539,,0.625,13,22.4,17.7,6.3,1.1,0.4,17.7,16.9,,1.1,0.8,1.9,0.1,,0.5,-1.6,-1.1,0.2
158,Bob Lanier*,C,29,DET,63,2311,24.8,0.58,,0.333,9.1,23.1,16.2,14.9,1.6,2.1,14.5,25.7,,7,3.1,10.1,0.209,,4.7,0.7,5.4,4.3
159,Rich Laurel,SG,23,MIL,10,57,7.5,0.366,,0.129,10.9,7.6,9.3,6.8,2.3,0.9,10.9,24.5,,-0.1,0,0,-0.034,,-4.4,-0.7,-5.1,-0.1
160,Mo Layton,PG,29,SAS,41,498,11.6,0.524,,0.077,0.9,5.6,3.4,27.5,1.9,0.4,25.4,18.1,,0,0.3,0.3,0.031,,-1.5,-1.6,-3.1,-0.1
161,Ron Lee,PG,25,PHO,82,1928,16.2,0.478,,0.24,5,8.6,6.8,21.8,5,0.5,17.4,24.5,,0,3.8,3.8,0.094,,-1.4,2.7,1.3,1.6
162,Scott Lloyd,C,25,TOT,70,678,9.2,0.469,,0.352,8.2,14.6,11.4,8.5,0.9,1.1,16.2,15.5,,0.2,0.4,0.6,0.042,,-2.6,-0.7,-3.4,-0.2
162,Scott Lloyd,C,25,MIL,14,112,7.3,0.401,,0.303,6.5,18.3,12.3,9.5,1.2,2.3,15.8,15,,-0.1,0.1,0,0.017,,-4.2,0.1,-4,-0.1
162,Scott Lloyd,C,25,BUF,56,566,9.6,0.482,,0.363,8.6,13.9,11.3,8.3,0.9,0.8,16.3,15.6,,0.3,0.3,0.6,0.047,,-2.3,-0.9,-3.2,-0.2
163,John Lucas,PG,24,HOU,82,2933,16.4,0.481,,0.264,1.8,7.6,4.6,34.8,2.6,0.2,16.8,17.3,,4.3,0.9,5.2,0.085,,1.5,-0.5,1,2.3
164,Maurice Lucas,PF,25,POR,68,2119,17.3,0.502,,0.273,9.3,20.9,15.3,11.9,1.3,1.4,14.8,24.2,,2.2,3.5,5.8,0.131,,0.7,-0.1,0.6,1.4
165,Moses Malone*,C,22,HOU,59,2107,21.2,0.559,,0.535,18.6,26.2,22.3,2.1,1.1,1.9,17.7,23.5,,4.4,1.7,6.1,0.139,,2.4,-2.6,-0.2,1
166,Pete Maravich*,SG,30,NOJ,50,2041,17.6,0.492,,0.22,2.3,6,4.2,26.1,2.2,0.2,15.3,30.1,,1.3,1.7,2.9,0.069,,1.1,-1.2,-0.1,1
167,Ricky Marsh,SG,23,GSW,60,851,8.4,0.443,,0.114,1.9,7.2,4.5,13.9,1.5,1.2,14.1,16.3,,-0.3,0.8,0.5,0.028,,-3.3,0.3,-3.1,-0.2
168,Cedric Maxwell,SF,22,BOS,72,1213,17.8,0.62,,0.791,11.8,19.7,15.9,7.6,2,2,22.3,17.5,,2.4,1.8,4.2,0.166,,0.8,1.2,2,1.2
169,Scott May,SF,23,CHI,55,1802,12.7,0.516,,0.35,7.2,12.9,10,9.2,1.3,0.2,14.9,18.7,,2.1,1.1,3.1,0.084,,-0.4,-1.3,-1.7,0.2
170,Bob McAdoo*,C,26,NYK,79,3182,22,0.567,,0.412,7.8,24.7,16.4,13.4,1.4,2,15.8,26.1,,6.9,4,10.9,0.165,,2.9,0.1,3,4
171,Andre McCarter,PG,24,KCK,1,9,-7.2,0,,0,0,11.4,5.7,0,0,0,0,8.5,,0,0,0,-0.177,,-4.8,-0.2,-5,0
172,Ted McClain,PG,31,TOT,70,1020,10.2,0.485,,0.261,2.1,9.4,5.8,20.4,2.6,0.3,22.4,15.5,,0,0.8,0.8,0.037,,-2.9,0.5,-2.3,-0.1
172,Ted McClain,PG,31,BUF,41,727,10.5,0.501,,0.342,1.6,9.4,5.5,22.6,2.7,0.1,24.3,15.4,,0,0.5,0.5,0.035,,-2.9,0.5,-2.4,-0.1
172,Ted McClain,PG,31,PHI,29,293,9.3,0.453,,0.104,3.2,9.3,6.4,15,2.4,0.7,18,15.8,,-0.1,0.3,0.3,0.041,,-2.8,0.7,-2.1,0
173,Jim McDaniels,C,29,BUF,42,694,10.2,0.467,,0.179,7.2,20.7,14,8.8,0.3,2.8,16.5,17.4,,-0.1,0.6,0.5,0.035,,-3.1,-0.1,-3.3,-0.2
174,Jim McElroy,PG,24,NOJ,74,1760,13.6,0.512,,0.275,2.4,5.6,4,22.5,1.5,1,17.2,17.7,,1.7,1.2,2.9,0.078,,-0.1,-0.2,-0.3,0.8
175,George McGinnis*,PF,27,PHI,78,2533,20.3,0.521,,0.452,11.7,20.4,16.2,17,2.4,0.5,17,27.4,,4.1,3.8,7.9,0.15,,2,-0.2,1.8,2.5
176,Tom McMillen,C,25,ATL,68,1683,13.3,0.535,,0.255,9.4,17.7,13.5,7.4,0.9,0.6,14.7,17.7,,2.2,1.7,3.9,0.112,,-0.5,-1.1,-1.6,0.2
177,Jim McMillian,SF,29,NYK,81,1977,12.5,0.507,,0.215,4.3,10.7,7.6,12.8,1.7,0.4,13.2,15.1,,2.1,1.3,3.4,0.083,,-0.1,-0.2,-0.3,0.8
178,Larry McNeill,PF,27,TOT,46,940,15.3,0.542,,0.492,9.2,13.8,11.5,7.3,0.9,0.6,13.4,21.2,,1.8,0.5,2.3,0.117,,0.4,-1.5,-1.1,0.2
178,Larry McNeill,PF,27,GSW,9,67,6.5,0.512,,1.056,3,18.6,10.6,3.7,0,0.8,21,19.5,,0,0.1,0.1,0.036,,-4.7,-0.5,-5.2,-0.1
178,Larry McNeill,PF,27,BUF,37,873,16,0.543,,0.462,9.6,13.4,11.5,7.5,0.9,0.6,12.9,21.4,,1.8,0.4,2.2,0.123,,0.8,-1.6,-0.8,0.3
179,John Mengelt,SG,28,CHI,81,1767,14.5,0.535,,0.353,2.5,5.4,4,19.9,1.4,0.1,13.7,20.6,,3.2,0.6,3.9,0.105,,0.4,-1.3,-0.9,0.5
180,Joe Meriweather,C,24,NOJ,54,1277,13.7,0.506,,0.324,10.3,17.6,14,6.1,0.6,4.6,16.7,16.7,,0.8,1.7,2.6,0.096,,-2,1.1,-1,0.3
181,Dave Meyers,PF,24,MIL,80,2416,15.4,0.522,,0.464,6.2,17.5,11.7,12.9,1.6,1,15.9,21.1,,2.9,2.1,5,0.099,,0.1,-0.5,-0.4,1
182,Steve Mix,SF,30,PHI,82,1819,14.8,0.576,,0.393,5.5,10.8,8.3,12.7,2.1,0.1,16.6,16.4,,3.3,1.7,5.1,0.134,,0.8,0.2,1,1.4
183,Larry Moffett,SF,23,HOU,20,110,4,0.374,,0.588,9.4,10.9,10.1,7.5,0.9,1,27.2,10.7,,-0.1,0,-0.1,-0.042,,-4.1,-0.6,-4.6,-0.1
184,Eric Money,PG,22,DET,76,2557,15.4,0.531,,0.248,3.8,4.8,4.3,21.1,2.1,0.2,19.5,24.7,,2,1.6,3.6,0.067,,0.2,-1.2,-1.1,0.6
185,Earl Monroe*,SG,33,NYK,76,2369,16.9,0.541,,0.259,2.1,5.8,4,21.2,1.1,0.4,12.5,22.9,,5,0.7,5.8,0.117,,1.6,-1.7,-0.1,1.1
186,Glenn Mosley,PF,22,PHI,6,21,0.6,0.404,,0.538,0,23.3,12.1,14.1,0,0,23.7,38,,-0.1,0,-0.1,-0.228,,-5.4,-0.5,-5.9,-0.1
187,Calvin Murphy*,SG,29,HOU,76,2900,19.5,0.525,,0.154,2,4,3,14.9,1.8,0.1,8.5,27.9,,7.5,-0.1,7.4,0.122,,2.6,-1.3,1.3,2.4
188,Bob Nash,SF,27,KCK,66,800,16.2,0.544,,0.227,9.6,12.1,10.8,8.1,1.5,1.2,12.3,18.2,,1.5,0.6,2.1,0.123,,1.6,-0.5,1.1,0.6
189,Swen Nater,C,28,BUF,78,2778,16.9,0.543,,0.274,10.8,28.8,19.9,11.4,0.7,0.9,16.8,19.2,,4,2.8,6.8,0.117,,1.1,-0.8,0.3,1.6
190,Lloyd Neal,PF,27,POR,61,1174,19.8,0.543,,0.328,10.5,22.3,16.5,10.3,1.1,1,13.4,24,,2.4,1.9,4.3,0.178,,2.1,-0.4,1.8,1.1
191,Louie Nelson,SG,26,TOT,33,406,12.5,0.458,,0.398,3,9.8,6.2,12.3,2.3,0.9,16.2,27,,-0.4,0.4,0,-0.001,,-1.9,-0.3,-2.2,-0.1
191,Louie Nelson,SG,26,KCK,8,53,2.4,0.398,,0.786,1.9,3.9,2.9,11.1,1.7,1,29.8,19.3,,-0.2,0,-0.1,-0.117,,-4.6,-0.5,-5.1,-0.1
191,Louie Nelson,SG,26,NJN,25,353,14,0.463,,0.371,3.1,10.7,6.7,12.5,2.5,0.9,14.9,28.1,,-0.3,0.4,0.1,0.016,,-1.5,-0.3,-1.8,0
192,Johnny Neumann,SG,26,IND,20,216,7.4,0.442,,0.209,2.2,4.2,3.2,17.3,1.2,0.2,19,20.2,,-0.2,0.1,-0.1,-0.029,,-3.6,-1.4,-5,-0.2
193,Mike Newlin,SG,29,HOU,45,1181,16,0.511,,0.352,3.1,7.8,5.4,24.2,2.1,0.4,17.4,23.3,,1.5,0.3,1.8,0.073,,0.7,-0.9,-0.2,0.5
194,Norm Nixon,PG,22,LAL,81,2779,14.1,0.518,,0.161,1.6,7,4.4,26,2.2,0.1,19,18.5,,2.3,2.1,4.5,0.078,,-0.6,-0.3,-0.9,0.8
195,Willie Norwood,SF,30,TOT,35,611,8.2,0.463,,0.414,8.5,11.7,10.2,7,2.3,0.3,20.7,17.2,,-0.3,0.8,0.5,0.037,,-3.6,0,-3.5,-0.3
195,Willie Norwood,SF,30,DET,16,260,10.4,0.464,,0.354,11.1,10.7,10.9,7.1,2.2,0.6,15.2,16.4,,0.1,0.2,0.4,0.07,,-2.3,-0.1,-2.3,0
