Player,Salary in $,height,birth_state
Quinton Ross,1146337,198.0,Texas
Qyntel Woods,1127280,203.0,Tennessee
Radisav Curcic,140000,208.0,Serbia
Raef LaFrentz,12722500,211.0,Iowa
Rafael Addison,522000,201.0,New Jersey
Rafael Araujo,2238960,211.0,Brazil
Rafer Alston,4900000,188.0,New York
Raja Bell,5250000,196.0,U.S. Virgin Islands
Rajon Rondo,14000000,185.0,Kentucky
Rakeem Christmas,1052342,206.0,New Jersey
Ramon Sessions,6000000,190.0,South Carolina
Randell Jackson,287500,188.0,California
Randolph Childress,866320,188.0,District of Columbia
Randolph Keys,363000,201.0,Mississippi
Randolph Morris,855189,208.0,Texas
Randy Breuer,1250000,221.0,Minnesota
Randy Brown,2700000,203.0,Georgia
Randy Foye,4250000,193.0,New Jersey
Randy Holcomb,52033,206.0,Illinois
Randy Livingston,287500,193.0,Louisiana
Randy White,930000,203.0,Louisiana
Randy Wittman,550000,198.0,Indiana
Randy Woods,800000,178.0,Pennsylvania
Rashad McCants,2620126,193.0,North Carolina
Rashad Vaughn,1889040,198.0,Minnesota
Rashard Lewis,21136631,198.0,Pennsylvania
Rasheed Wallace,17000000,208.0,Pennsylvania
Rasho Nesterovic,8400000,213.0,Slovenia
Rastko Cvetkovic,200000,216.0,Serbia
Rasual Butler,3945000,201.0,Pennsylvania
Ratko Varda,332817,216.0,Bosnia and Herzegovina
Raul Lopez,1744313,185.0,Spain
Raul Neto,1471382,185.0,Brazil
Rawle Marshall,398762,206.0,Guyana
Ray Allen,18776860,203.0,Florida
Ray McCallum,947276,190.0,Wisconsin
Ray Owes,220000,206.0,California
Raymond Felton,7560000,185.0,South Carolina
Reece Gaines,1556160,198.0,Wisconsin
Reggie Bullock,2500000,201.0,Maryland
Reggie Evans,5080000,203.0,Florida
Reggie Geary,272250,188.0,New Jersey
Reggie Jackson,16000000,190.0,Italy
Reggie Jordan,510000,193.0,Illinois
Reggie Lewis,3340000,201.0,Maryland
Reggie Slater,673500,201.0,Texas
Reggie Smith,358000,208.0,California
Reggie Theus,765000,201.0,California
Reggie Williams,2048000,201.0,Maryland
Renaldo Balkman,2112417,203.0,New York
Renaldo Major,20133,201.0,Illinois
Rex Chapman,3850000,193.0,Kentucky
Rex Walters,1625000,193.0,Nebraska
Rich King,800000,218.0,Nebraska
Rich Manning,247500,211.0,Washington
Richard Coffey,150000,198.0,North Carolina
Richard Hamilton,12500000,198.0,Pennsylvania
Richard Jefferson,14200000,201.0,California
Richard Petruska,150000,208.0,Slovakia
Richaun Holmes,1471382,208.0,Illinois
Richie Frahm,719373,196.0,Washington
Rick Brunson,1029873,193.0,New York
Rick Calloway,125000,198.0,Ohio
Rick Fox,4800000,201.0,Canada
Rick Hughes,115423,196.0,Illinois
Rick Mahorn,1330000,208.0,Connecticut
Rickey Green,315000,183.0,Illinois
Ricky Blanton,8000,201.0,Florida
Ricky Davis,6819000,198.0,Nevada
Ricky Ledo,816482,201.0,Rhode Island
Ricky Pierce,2500000,193.0,Texas
Ricky Rubio,14275000,193.0,Spain
Rik Smits,4000000,224.0,Netherlands
Robbie Hummel,880000,203.0,Indiana
Robert Archibald,563679,211.0,United Kingdom
Robert Covington,16698103,206.0,Illinois
Robert Horry,6000000,206.0,Alabama
Robert Pack,4320000,188.0,Louisiana
Robert Reid,130000,203.0,Georgia
Robert Sacre,981348,213.0,Louisiana
Robert Swift,3579131,213.0,California
Robert Traylor,2793505,203.0,Michigan
Robert Werdann,250000,211.0,New York
Robert Whaley,398762,208.0,Michigan
Robin Lopez,13788500,213.0,California
Rod Higgins,550000,201.0,Louisiana
Rod Strickland,10000000,196.0,Florida
Rodney Buford,745046,196.0,Wisconsin
Rodney Carney,1655760,201.0,Tennessee
Rodney Hood,2386864,203.0,Mississippi
Rodney McCray,1075000,201.0,New York
Rodney McGruder,1312611,193.0,Maryland
Rodney Monroe,217000,190.0,Maryland
Rodney Rogers,3075600,201.0,North Carolina
Rodney Stuckey,8500000,196.0,Washington
Rodney White,1947600,203.0,Alabama
Rodrick Rhodes,639300,198.0,New Jersey
Rodrigue Beaubois,2227333,183.0,Guadeloupe
Roger Mason,3780000,196.0,District of Columbia
Roko Ukic,1250000,196.0,Croatia
Rolando Blackman,1995000,198.0,Panama
Ron Anderson,1000000,201.0,Illinois
Ron Baker,4328000,193.0,Kansas
Ron Grandison,272250,198.0,California
Ron Harper,5280000,198.0,Ohio
Ron Mercer,6750000,201.0,Tennessee
Ronald Dupree,826046,201.0,Mississippi
Ronald Murray,1990000,193.0,Pennsylvania
Rondae Hollis-Jefferson,1471382,201.0,Pennsylvania
Ronnie Brewer,4790000,193.0,Arkansas
Ronnie Price,2557545,188.0,Texas
Ronny Turiaf,4360000,208.0,Martinique
Rony Seikaly,4252000,211.0,Lebanon
Rory Sparrow,300000,188.0,Virginia
Roshown McLeod,1509001,203.0,New Jersey
Roy Hibbert,15500000,218.0,New York
Roy Hinson,1445000,206.0,New Jersey
Roy Rogers,862560,201.0,North Carolina
Roy Tarpley,3000000,211.0,New York
Royal Ivey,1223166,190.0,New York
Royce White,1719480,203.0,Alabama
Ruben Boumtje-Boumtje,663679,213.0,Cameroon
Ruben Garces,316969,206.0,Panama
Ruben Patterson,6807000,196.0,Ohio
Ruben Wolkowyski,587435,208.0,Argentina
Rudy Fernandez,2180443,198.0,Spain
Rudy Gay,19317325,203.0,New York
Rudy Gobert,21974719,216.0,France
Rumeal Robinson,1240000,188.0,Jamaica
Russ Smith,816482,183.0,New York
Russell Westbrook,28530608,190.0,California
Rusty LaRue,350000,188.0,North Carolina
Ryan Anderson,19578455,208.0,California
Ryan Bowen,1250000,201.0,Iowa
Ryan Gomes,4000000,201.0,Connecticut
Ryan Hollins,2483333,213.0,California
Ryan Humphrey,1223160,203.0,Oklahoma
Ryan Kelly,1724250,211.0,New York
Ryan Reid,475000,203.0,Florida
Ryan Robertson,301875,196.0,Oklahoma
Ryan Stack,385000,211.0,Tennessee
Salah Mejri,1471382,216.0,Tunisia
Salim Stoudamire,783000,185.0,Oregon
Sam Bowie,3200000,216.0,Pennsylvania
Sam Cassell,6875000,190.0,Maryland
Sam Dekker,1794600,206.0,Wisconsin
Sam Jacobson,721080,193.0,Minnesota
Sam Mack,545000,201.0,Illinois
Sam Mitchell,2370000,198.0,Georgia
Sam Perkins,4126600,206.0,New York
Sam Vincent,1510000,188.0,Michigan
Sam Young,947800,198.0,District of Columbia
Samaki Walker,2716667,206.0,Ohio
Samardo Samuels,762195,206.0,Jamaica
Samuel Dalembert,13428129,211.0,Haiti
Sarunas Jasikevicius,4000000,193.0,Lithuania
Sasha Danilovic,1892000,196.0,Bosnia and Herzegovina
Sasha Kaun,1333420,211.0,Russia
Sasha Vujacic,5475113,201.0,Slovenia
Scot Pollard,6274937,211.0,Utah
Scott Brooks,750000,180.0,California
Scott Burrell,1430000,201.0,Connecticut
Scott Haffner,75000,190.0,Indiana
Scott Haskin,1313000,211.0,California
Scott Hastings,600000,208.0,Kansas
Scott Meents,300000,208.0,Illinois
Scott Padgett,1670000,206.0,Kentucky
Scott Skiles,2125000,185.0,Indiana
Scott Williams,4650000,208.0,California
Sean Elliott,5433333,203.0,Arizona
Sean Green,400000,196.0,California
Sean Higgins,500000,206.0,California
Sean Kilpatrick,1524305,193.0,New York
Sean Lampley,349458,201.0,Illinois
Sean Marks,1187686,208.0,New Zealand
Sean May,884881,206.0,Illinois
Sean Rooks,2640000,208.0,New York
Sean Williams,1629120,208.0,Texas
Sebastian Telfair,2700000,183.0,New York
Sedale Threatt,2400000,188.0,Georgia
Sedric Toney,150000,188.0,Mississippi
Semaj Christon,543471,190.0,Ohio
Semih Erden,762195,213.0,Turkey
Serge Ibaka,20061729,208.0,Republic of the Congo
Sergei Bazarevich,168000,188.0,Russia
Sergei Monia,1016400,203.0,Russia
Sergey Karasev,1599840,201.0,Russia
Sergio Rodriguez,8000000,190.0,Spain
Seth Curry,3028410,188.0,North Carolina
Shabazz Muhammad,3046299,198.0,California
Shabazz Napier,2361360,185.0,Massachusetts
Shammond Williams,2000000,185.0,New York
Shandon Anderson,7900000,198.0,Georgia
Shane Battier,7354500,203.0,Michigan
Shane Heal,384000,183.0,Australia
Shane Larkin,1606080,180.0,Ohio
Shannon Brown,3500000,193.0,Illinois
Shareef Abdur-Rahim,14625000,206.0,Georgia
Sharone Wright,3500000,211.0,Georgia
Shaun Livingston,7692308,201.0,Illinois
Shavlik Randolph,1227985,208.0,North Carolina
Shawn Bradley,8370000,229.0,Germany
Shawn Kemp,14941935,208.0,Indiana
Shawn Long,96969,206.0,Louisiana
Shawn Marion,17810000,201.0,Illinois
Shawn Respert,1602120,185.0,Michigan
Shawne Williams,3000000,185.0,New York
Shawnelle Scott,590850,208.0,New York
Shayne Whittington,845059,211.0,Michigan
Shea Seals,385000,196.0,Oklahoma
Shelden Williams,3395760,185.0,New York
Sheldon McClellan,543471,196.0,Texas
Shelvin Mack,6000000,190.0,Kentucky
Sherell Ford,670800,201.0,Louisiana
Sherman Douglas,4025000,183.0,District of Columbia
Sidney Green,1512000,188.0,New York
Sidney Moncrief,510000,190.0,Arkansas
Sim Bhullar,29843,226.0,Canada
Skal Labissiere,1312611,211.0,Haiti
Slavko Vranes,129768,226.0,Serbia
Sleepy Floyd,1700000,190.0,North Carolina
Smush Parker,2250000,193.0,New York
Solomon Alabi,830000,216.0,Nigeria
Solomon Hill,12236535,201.0,California
Solomon Jones,1620000,208.0,Florida
Sonny Weems,2800000,198.0,Arkansas
Soumaila Samake,465850,213.0,Mali
Speedy Claxton,6854546,180.0,New York
Spencer Dinwiddie,1524305,198.0,California
Spencer Hawes,8500000,216.0,Washington
Spud Webb,2071600,168.0,Texas
Stacey Augmon,3450000,203.0,California
Stacey King,1600000,211.0,Oklahoma
Stan Kimbrough,133000,180.0,Alabama
Stanislav Medvedenko,3000000,208.0,Ukraine
Stanley Johnson,3097800,203.0,Pennsylvania
Stanley Roberts,3750000,213.0,South Carolina
Stefano Rusconi,415000,206.0,Italy
Stephane Lasme,48056,203.0,Gabon
Stephen Curry,34682550,190.0,Ohio
Stephen Graham,992680,198.0,Delaware
Stephen Howard,272250,206.0,Texas
Stephen Jackson,10059750,190.0,Alabama
Stephen Zimmerman,1312611,213.0,Tennessee
Stephon Marbury,20840625,188.0,New York
Steve Alford,250000,188.0,Indiana
Steve Bardo,150000,196.0,Kentucky
Steve Blake,4930000,190.0,Florida
Steve Colter,300000,190.0,Arizona
Steve Francis,17180000,190.0,Maryland
Steve Goodrich,465850,208.0,Pennsylvania
Steve Hamer,220000,213.0,Tennessee
Steve Henson,350000,180.0,Kansas
Steve Kerr,2625000,190.0,Lebanon
Steve Nash,13125000,190.0,South Africa
Steve Novak,4054055,208.0,Illinois
Steve Scheffler,330000,206.0,Michigan
Steve Smith,9900000,201.0,Michigan
Steven Adams,22471910,213.0,New Zealand
Steven Hill,148238,213.0,Kansas
Steven Hunter,3862600,213.0,Illinois
Steven Smith,161061,201.0,Michigan
Stojko Vrankovic,4060000,218.0,Croatia
Stromile Swift,6200000,206.0,Louisiana
Stuart Gray,520000,213.0,Panama
Sun Yue,442114,206.0,China
Sundiata Gaines,854389,185.0,New York
Taj Gibson,14000000,206.0,New York
Tamar Slay,563679,203.0,West Virginia
Tang Hamilton,60881,203.0,Mississippi
Tarence Kinsey,797581,198.0,Florida
Tarik Black,6191000,206.0,Tennessee
Tariq Abdul-Wahad,6750000,198.0,France
Tate George,626000,196.0,New Jersey
Taurean Green,427163,183.0,Florida
Taylor Griffin,457588,201.0,Oklahoma
Tayshaun Prince,10324380,206.0,California
Tellis Frank,200000,208.0,Indiana
Terence Morris,835810,206.0,Maryland
Terrance Roberson,316969,201.0,Michigan
Terrel Harris,473604,196.0,Texas
Terrell Brandon,11100000,180.0,Oregon
Terrence Jones,2489530,206.0,Oregon
Terrence Rencher,200000,190.0,New York
Terrence Ross,10500000,201.0,Oregon
Terrence Williams,2369040,198.0,Washington
Terry Catledge,1386000,203.0,Mississippi
Terry Cummings,2600000,206.0,Illinois
Terry Davis,2300000,206.0,Virginia
Terry Dehere,1905000,188.0,New York
Terry Mills,2457000,208.0,Michigan
Terry Porter,2600000,190.0,Wisconsin
Terry Rozier,1988520,188.0,Ohio
Terry Teagle,700000,196.0,Texas
Thabo Sefolosha,5250000,201.0,Switzerland
Thaddeus Young,14796348,203.0,Louisiana
Thanasis Antetokounmpo,105888,201.0,Greece
Tharon Mayes,130000,190.0,Connecticut
Theo Ratliff,11666666,208.0,Alabama
Theron Smith,366931,203.0,Florida
Thomas Gardner,711517,196.0,Oregon
Thomas Hamilton,510000,218.0,Illinois
Thomas Robinson,3678360,208.0,District of Columbia
Thurl Bailey,1000000,211.0,District of Columbia
Tiago Splitter,10000000,211.0,Brazil
Tibor Pleiss,3000000,221.0,Germany
Tierre Brown,720046,188.0,Louisiana
Tim Breaux,272250,201.0,Louisiana
Tim Duncan,22183220,211.0,U.S. Virgin Islands
Tim Frazier,2090000,185.0,Texas
Tim Hardaway,16500000,183.0,Illinois
Tim James,837720,201.0,Florida
Tim Kempton,650000,208.0,New York
Tim Legler,1320000,193.0,District of Columbia
Tim McCormick,850000,211.0,Michigan
Tim Ohlbrecht,788872,211.0,Germany
Tim Perry,1950000,206.0,New Jersey
Tim Thomas,13975000,208.0,New Jersey
Tim Young,301875,213.0,California
Timofey Mozgov,16000000,216.0,Russia
Timothe Luwawu-Cabarrot,1386600,198.0,France
Tito Horford,7000,216.0,Dominican Republic
Tobias Harris,17200000,190.0,Louisiana
Toby Bailey,287500,198.0,California
Tod Murphy,760000,206.0,California
Todd Day,2915000,198.0,Illinois
Todd Fuller,1461000,193.0,Michigan
Todd Lichti,565180,193.0,California
Todd MacCulloch,6353200,213.0,Canada
Todd Mundt,225000,213.0,Iowa
Tom Chambers,2275000,208.0,Utah
Tom Copa,160000,208.0,Minnesota
Tom Garrick,340000,188.0,Rhode Island
Tom Gugliotta,11670000,208.0,New York
Tom Hammonds,1800000,206.0,Florida
Tom Hovasse,6140,203.0,Colorado
Tom Tolbert,650000,201.0,California
Tomas Satoransky,3000000,201.0,Czech Republic
Toney Douglas,2067880,188.0,Georgia
Toni Kukoc,9056250,208.0,Croatia
Tony Allen,5505618,193.0,Illinois
Tony Battie,6292000,211.0,Texas
Tony Bennett,224000,183.0,Wisconsin
Tony Bobbitt,305403,193.0,Florida
Tony Brown,130000,198.0,Illinois
Tony Campbell,1682000,201.0,New Jersey
Tony Delk,3375000,185.0,Tennessee
Tony Dumas,1330000,198.0,Illinois
Tony Farmer,510000,206.0,California
Tony Harris,150000,190.0,Louisiana
Tony Massenburg,1800000,206.0,Virginia
Tony Mitchell,816482,201.0,Ohio
Tony Parker,15453126,188.0,Belgium
Tony Snell,9821429,201.0,California
Tony Wroten,2179354,198.0,Washington
Tornike Shengelia,788872,206.0,Georgia
Torraye Braggs,316969,203.0,California
Tracy McGrady,23239562,203.0,Florida
Tracy Moore,250000,193.0,Oklahoma
Tracy Murray,3740000,201.0,California
Trajan Langdon,1604880,190.0,California
Travis Best,3500000,180.0,Massachusetts
Travis Diener,1740000,185.0,Wisconsin
Travis Hansen,366931,198.0,Utah
Travis Knight,4402500,213.0,Utah
Travis Leslie,473604,193.0,Georgia
Travis Mays,1200000,188.0,Florida
Travis Outlaw,7000000,206.0,Mississippi
Travis Wear,507336,208.0,California
Travis Williams,242000,198.0,South Carolina
Tree Rollins,1470000,216.0,Florida
Tremaine Fowlkes,638679,203.0,California
Trent Tucker,835000,196.0,North Carolina
Trenton Hassell,4350000,196.0,Tennessee
Treveon Graham,1312611,198.0,District of Columbia
Trevor Ariza,8579089,203.0,Florida
Trevor Booker,9250000,203.0,South Carolina
Trevor Ruffin,143860,185.0,New York
Trevor Wilson,500000,201.0,California
Trevor Winter,287500,213.0,Minnesota
Trey Burke,3386598,185.0,Ohio
Trey Gilder,26917,206.0,Texas
Trey Johnson,187258,196.0,Mississippi
Trey Lyles,2441400,208.0,Canada
Trey Thompkins,762195,206.0,Canada
Tristan Thompson,16400000,206.0,Canada
Troy Bell,1478280,185.0,Minnesota
Troy Daniels,3408520,193.0,Virginia
Troy Hudson,5953000,185.0,Illinois
Troy Murphy,11968253,211.0,New Jersey
Troy Williams,1471382,198.0,South Carolina
Ty Lawson,12404495,180.0,Maryland
Tyler Ennis,1733880,190.0,Canada
Tyler Hansbrough,3326235,206.0,Missouri
Tyler Honeycutt,775000,203.0,California
Tyler Johnson,5881260,193.0,North Dakota
Tyler Ulis,1312611,178.0,Michigan
Tyler Zeller,8000000,213.0,California
Tyreke Evans,11227000,198.0,Pennsylvania
Tyrone Corbin,2400000,198.0,South Carolina
Tyrone Hill,6600000,206.0,Ohio
Tyrone Nesby,3260000,198.0,Illinois
Tyronn Lue,3500000,183.0,Missouri
Tyrus Thomas,3749880,206.0,Louisiana
Tyshawn Taylor,788872,190.0,New Jersey
Tyson Chandler,14598888,216.0,California
Tyus Edney,523500,178.0,California
Tyus Jones,1471382,188.0,Minnesota
Udonis Haslem,7100000,203.0,Florida
Uros Slokar,412718,208.0,Slovenia
Vander Blue,50000,193.0,Wisconsin
Vassilis Spanoulis,1944000,193.0,Greece
Vern Fleming,1560000,196.0,New York
Vernon Macklin,473604,208.0,Virginia
Vernon Maxwell,1833000,193.0,Florida
Viacheslav Kravtsov,1500000,213.0,Ukraine
Victor Alexander,1595000,206.0,Michigan
Victor Claver,1370000,206.0,Spain
Victor Oladipo,21000000,193.0,Maryland
Viktor Khryapa,1928598,206.0,Ukraine
Vin Baker,13500000,211.0,Florida
Vince Carter,18300000,198.0,Florida
Vincent Askew,2000000,198.0,Tennessee
Vincent Yarbrough,349458,201.0,Tennessee
Vincenzo Esposito,500000,190.0,Italy
Vinnie Johnson,1400000,188.0,New York
Vitaly Potapenko,6191250,208.0,Ukraine
Vitor Faverani,2090000,211.0,Brazil
Vlade Divac,12051510,216.0,Serbia
Vladimir Radmanovic,6883800,208.0,Bosnia and Herzegovina
Von Wafer,915852,196.0,Louisiana
Vonteego Cummings,810000,190.0,Georgia
Voshon Lenard,4252435,193.0,Michigan
Wade Baldwin,1874400,193.0,New Jersey
Walker Russell,374289,196.0,Michigan
Wally Szczerbiak,13775000,198.0,Pennsylvania
Walter Bond,150000,196.0,Illinois
Walter Davis,1000000,203.0,Texas
Walter Herrmann,2000000,206.0,Argentina
Walter McCarty,3125000,208.0,Indiana
Walter Palmer,275000,216.0,New York
Walter Sharpe,442114,206.0,Alabama
Walter Tavares,1000000,221.0,Cape Verde
Wang Zhizhi,1900000,213.0,China
Wayman Tisdale,3475000,206.0,Oklahoma
Wayne Cooper,1200000,208.0,Georgia
Wayne Ellington,6270000,193.0,Pennsylvania
Wayne Selden,1312611,196.0,Massachusetts
Wayne Simien,867720,206.0,Kansas
Wayne Turner,30000,188.0,Massachusetts
Wesley Johnson,5881260,201.0,Texas
Wesley Matthews,17884176,185.0,Florida
Wesley Person,7700000,198.0,Alabama
Will Barton,3533333,198.0,Maryland
Will Blalock,412718,183.0,Massachusetts
Will Bynum,3250000,183.0,Illinois
Will Cherry,25000,183.0,California
Will Conroy,85439,188.0,Oregon
Will Perdue,2250000,213.0,Florida
Will Solomon,711517,185.0,Connecticut
William Avery,1375920,188.0,Georgia
William Bedford,925000,213.0,Tennessee
William Cunningham,498500,211.0,Georgia
Willie Anderson,2075000,201.0,South Carolina
Willie Burton,2000000,203.0,Michigan
Willie Cauley-Stein,3704160,213.0,Kansas
Willie Green,3976000,193.0,Michigan
Willie Reed,1577230,206.0,Louisiana
Willie Warren,500000,193.0,Texas
Willy Hernangomez,1435750,211.0,Spain
Wilson Chandler,12016854,203.0,Michigan
Winston Bennett,525000,201.0,Kentucky
Winston Garland,625000,188.0,Indiana
Xavier Henry,2323200,198.0,Belgium
Xavier McDaniel,2640000,201.0,South Carolina
Yakhouba Diawara,945000,201.0,France
Yaroslav Korolev,1832280,206.0,Russia
Yi Jianlian,4050499,213.0,China
Yinka Dare,1657000,213.0,Nigeria
Yogi Ferrell,1312611,183.0,Indiana
Yuta Tabuse,108066,175.0,Japan
Zach LaVine,3202217,196.0,Washington
Zach Randolph,17800000,206.0,Indiana
Zan Tabak,1200000,213.0,Croatia
Zarko Cabarkapa,2157097,211.0,Serbia
Zaza Pachulia,5248750,211.0,Georgia
Zeljko Rebraca,4200000,213.0,Serbia
Zendon Hamilton,807546,211.0,New York
Zoran Dragic,2050397,196.0,Slovenia
Zoran Planinic,1127280,201.0,Bosnia and Herzegovina
Zydrunas Ilgauskas,14625000,221.0,Lithuania
